driving_distance,from_center,to_center
183.09,AWGTP,AOETP
1025.46,AWGTP,BLGTP
684.48,AWGTP,GBETP
810.47,AWGTP,GFRTP
898.46,AWGTP,GKKTP
997.12,AWGTP,GMNTP
620.55,AWGTP,GSTTP
1147.39,AWGTP,NAVTP
184.37,AWGTP,AOLTP
373.26,AWGTP,CHROR
941.97,AWGTP,GBMTP
770.32,AWGTP,GGITP
898.46,AWGTP,GKLTP
805.55,AWGTP,GMRTP
648.01,AWGTP,GTUTP
1145.91,AWGTP,NAMTP
1145.91,AWGTP,NAWTP
5.68,AWGTP,AWDTP
480.62,AWGTP,COSTP
886.51,AWGTP,GBOTP
623.39,AWGTP,GHATP
893.2,AWGTP,GKMTP
748.97,AWGTP,GMZTP
599.07,AWGTP,GWZTP
1119.17,AWGTP,NGRTP
0,AWGTP,AWGTP
514.55,AWGTP,CRITP
621.96,AWGTP,GBWOR
709.18,AWGTP,GHBTP
781.48,AWGTP,GKSTP
513.58,AWGTP,GNBTP
245.32,AWGTP,HBSTP
1162.06,AWGTP,NLBTP
1104.42,AWGTP,BANTP
371.37,AWGTP,CZATP
420.34,AWGTP,GBYOR
984.8,AWGTP,GHGTP
584.28,AWGTP,GLPTP
838.16,AWGTP,GNDOR
498.61,AWGTP,HDBTP
998.78,AWGTP,NMSTP
374.35,AWGTP,CZMTP
483.21,AWGTP,GDRTP
811.84,AWGTP,GHMTP
960.48,AWGTP,GLUTP
691.8,AWGTP,GNOOR
453.94,AWGTP,HPCTP
1048.21,AWGTP,NNYTP
1119.95,AWGTP,BBRTP
969.01,AWGTP,GAKTP
931.29,AWGTP,GDUTP
836.31,AWGTP,GHOTP
718.26,AWGTP,GMATP
954.62,AWGTP,GNWOR
412.99,AWGTP,HSZTP
1162.63,AWGTP,NRDTP
339.64,CRITP,AGATP
1316.08,CRITP,BGETP
600.59,CRITP,GAUTP
1146.97,CRITP,GESTP
927.8,CRITP,GHSTP
513.67,CRITP,GMHTP
949.19,CRITP,GOSOR
505.71,CRITP,HUNOR
1349.04,CRITP,NRSTP
414.42,CRITP,AIBTP
1252.9,CRITP,BLATP
1166.09,CRITP,GBBTP
892.16,CRITP,GFDTP
889.01,CRITP,GJETP
948.18,CRITP,GMIOR
1050.41,CRITP,LLXTP
1304.89,CRITP,NUTTP
1304.89,CRITP,NUWTP
193.36,CRITP,AKTTP
1273.21,CRITP,BLETP
1273.21,CRITP,BLMTP
1098.34,CRITP,GBCTP
908.58,CRITP,GFMTP
1404.75,CRITP,GKITP
522.05,CRITP,GMLTP
1291.77,CRITP,GROTP
1333.22,CRITP,NAETP
121.47,CRITP,SLOTP
548.92,CRITP,AOETP
1179.39,CRITP,BLGTP
1089.79,CRITP,GBETP
880.91,CRITP,GFRTP
1092.77,CRITP,GKKTP
1191.43,CRITP,GMNTP
747.57,CRITP,GSTTP
1341.69,CRITP,NAVTP
550.2,CRITP,AOLTP
170.19,CRITP,CHROR
1276.77,CRITP,GBMTP
964.62,CRITP,GGITP
1092.77,CRITP,GKLTP
999.86,CRITP,GMRTP
775.03,CRITP,GTUTP
1340.22,CRITP,NAMTP
1340.22,CRITP,NAWTP
517.46,CRITP,AWDTP
447.92,CRITP,COSTP
1080.82,CRITP,GBOTP
955.19,CRITP,GHATP
1087.5,CRITP,GKMTP
947.14,CRITP,GMZTP
793.37,CRITP,GWZTP
1346.24,CRITP,NGRTP
521.78,CRITP,AWGTP
0,CRITP,CRITP
748.98,CRITP,GBWOR
864.04,CRITP,GHBTP
903.32,CRITP,GKSTP
707.89,CRITP,GNBTP
509.27,CRITP,HBSTP
1356.37,CRITP,NLBTP
1298.72,CRITP,BANTP
167.15,CRITP,CZATP
522.05,CRITP,GBYOR
1319.61,CRITP,GHGTP
946.07,CRITP,GLPTP
1149.55,CRITP,GNDOR
758.89,CRITP,HDBTP
1193.09,CRITP,NMSTP
169.47,CRITP,CZMTP
993.06,CRITP,GDRTP
1010.57,CRITP,GHMTP
1343.51,CRITP,GLUTP
1097.55,CRITP,GNOOR
397.79,CRITP,HPCTP
1242.52,CRITP,NNYTP
1283.91,CRITP,BBRTP
1163.32,CRITP,GAKTP
1125.6,CRITP,GDUTP
1149.72,CRITP,GHOTP
874.85,CRITP,GMATP
1148.92,CRITP,GNWOR
673.27,CRITP,HSZTP
1349.91,CRITP,NRDTP
622.9,GBWOR,AGATP
578.26,GBWOR,BGETP
158.24,GBWOR,GAUTP
422.28,GBWOR,GESTP
189.98,GBWOR,GHSTP
234.89,GBWOR,GMHTP
479.66,GBWOR,GOSOR
870.26,GBWOR,HUNOR
607.42,GBWOR,NRSTP
319.43,GBWOR,AIBTP
515.09,GBWOR,BLATP
436.84,GBWOR,GBBTP
252.86,GBWOR,GFDTP
374.58,GBWOR,GJETP
207.28,GBWOR,GMIOR
312.59,GBWOR,LLXTP
580.21,GBWOR,NUTTP
580.21,GBWOR,NUWTP
584.07,GBWOR,AKTTP
524.27,GBWOR,BLETP
524.27,GBWOR,BLMTP
628.81,GBWOR,GBCTP
202.68,GBWOR,GFMTP
752.02,GBWOR,GKITP
221.99,GBWOR,GMLTP
822.24,GBWOR,GROTP
608.53,GBWOR,NAETP
650,GBWOR,SLOTP
460.16,GBWOR,AOETP
450.18,GBWOR,BLGTP
616.28,GBWOR,GBETP
199.68,GBWOR,GFRTP
368.08,GBWOR,GKKTP
482.32,GBWOR,GMNTP
1.86,GBWOR,GSTTP
617.01,GBWOR,NAVTP
461.44,GBWOR,AOLTP
784.96,GBWOR,CHROR
624.04,GBWOR,GBMTP
260.18,GBWOR,GGITP
368.08,GBWOR,GKLTP
295.42,GBWOR,GMRTP
46.83,GBWOR,GTUTP
615.53,GBWOR,NAMTP
615.53,GBWOR,NAWTP
621.73,GBWOR,AWDTP
1065.96,GBWOR,COSTP
345.64,GBWOR,GBOTP
460.56,GBWOR,GHATP
362.81,GBWOR,GKMTP
206.25,GBWOR,GMZTP
148.84,GBWOR,GWZTP
665.08,GBWOR,NGRTP
625.48,GBWOR,AWGTP
750.38,GBWOR,CRITP
0,GBWOR,GBWOR
122.69,GBWOR,GHBTP
165.51,GBWOR,GKSTP
229.22,GBWOR,GNBTP
873.82,GBWOR,HBSTP
631.68,GBWOR,NLBTP
568.98,GBWOR,BANTP
781.92,GBWOR,CZATP
221.99,GBWOR,GBYOR
666.88,GBWOR,GHGTP
476.54,GBWOR,GLPTP
510.25,GBWOR,GNDOR
1127.11,GBWOR,HDBTP
448.89,GBWOR,NMSTP
784.9,GBWOR,CZMTP
513.11,GBWOR,GDRTP
371.27,GBWOR,GHMTP
713.6,GBWOR,GLUTP
628.02,GBWOR,GNOOR
942.48,GBWOR,HPCTP
501.86,GBWOR,NNYTP
546.1,GBWOR,BBRTP
419.12,GBWOR,GAKTP
400.91,GBWOR,GDUTP
510.42,GBWOR,GHOTP
131.78,GBWOR,GMATP
424.24,GBWOR,GNWOR
1041.49,GBWOR,HSZTP
608.3,GBWOR,NRDTP
709.98,GHBTP,AGATP
488.37,GHBTP,BGETP
274.09,GHBTP,GAUTP
307.33,GHBTP,GESTP
127.97,GHBTP,GHSTP
350.74,GHBTP,GMHTP
478.15,GHBTP,GOSOR
957.33,GHBTP,HUNOR
515.43,GHBTP,NRSTP
435.28,GHBTP,AIBTP
429.35,GHBTP,BLATP
321.89,GHBTP,GBBTP
190.89,GHBTP,GFDTP
377.05,GHBTP,GJETP
92.33,GHBTP,GMIOR
248.49,GHBTP,LLXTP
465.26,GHBTP,NUTTP
465.26,GHBTP,NUWTP
699.91,GHBTP,AKTTP
421.92,GHBTP,BLETP
421.92,GHBTP,BLMTP
627.31,GHBTP,GBCTP
87.8,GHBTP,GFMTP
673.37,GHBTP,GKITP
337.84,GHBTP,GMLTP
750.1,GHBTP,GROTP
493.59,GHBTP,NAETP
765.85,GHBTP,SLOTP
547.23,GHBTP,AOETP
343.09,GHBTP,BLGTP
618.76,GHBTP,GBETP
188.67,GHBTP,GFRTP
253.13,GHBTP,GKKTP
369.55,GHBTP,GMNTP
126.25,GHBTP,GSTTP
502.06,GHBTP,NAVTP
548.5,GHBTP,AOLTP
891.42,GHBTP,CHROR
545.4,GHBTP,GBMTP
145.3,GHBTP,GGITP
253.13,GHBTP,GKLTP
182.65,GHBTP,GMRTP
162.67,GHBTP,GTUTP
500.58,GHBTP,NAMTP
500.58,GHBTP,NAWTP
708.8,GHBTP,AWDTP
1173.28,GHBTP,COSTP
241.19,GHBTP,GBOTP
463.24,GHBTP,GHATP
247.87,GHBTP,GKMTP
91.3,GHBTP,GMZTP
173.17,GHBTP,GWZTP
550.13,GHBTP,NGRTP
710.55,GHBTP,AWGTP
866.23,GHBTP,CRITP
123.69,GHBTP,GBWOR
0,GHBTP,GHBTP
87.62,GHBTP,GKSTP
253.34,GHBTP,GNBTP
960.9,GHBTP,HBSTP
516.73,GHBTP,NLBTP
447.43,GHBTP,BANTP
889.54,GHBTP,CZATP
337.84,GHBTP,GBYOR
588.23,GHBTP,GHGTP
475.03,GHBTP,GLPTP
431.6,GHBTP,GNDOR
1214.18,GHBTP,HDBTP
341.8,GHBTP,NMSTP
892.52,GHBTP,CZMTP
537.24,GHBTP,GDRTP
292.62,GHBTP,GHMTP
634.96,GHBTP,GLUTP
626.52,GHBTP,GNOOR
1029.55,GHBTP,HPCTP
402.88,GHBTP,NNYTP
451.71,GHBTP,BBRTP
312.03,GHBTP,GAKTP
285.97,GHBTP,GDUTP
431.77,GHBTP,GHOTP
18.71,GHBTP,GMATP
309.29,GHBTP,GNWOR
1128.56,GHBTP,HSZTP
517.3,GHBTP,NRDTP
779.13,GKSTP,AGATP
419.73,GKSTP,BGETP
312.24,GKSTP,GAUTP
304.31,GKSTP,GESTP
44.65,GKSTP,GHSTP
388.88,GKSTP,GMHTP
504.85,GKSTP,GOSOR
1026.48,GKSTP,HUNOR
479.46,GKSTP,NRSTP
473.3,GKSTP,AIBTP
360.71,GKSTP,BLATP
318.87,GKSTP,GBBTP
217.17,GKSTP,GFDTP
403.75,GKSTP,GJETP
76.95,GKSTP,GMIOR
165.16,GKSTP,LLXTP
454.34,GKSTP,NUTTP
454.34,GKSTP,NUWTP
738.06,GKSTP,AKTTP
348.54,GKSTP,BLETP
348.54,GKSTP,BLMTP
654,GKSTP,GBCTP
116.11,GKSTP,GFMTP
700.07,GKSTP,GKITP
375.98,GKSTP,GMLTP
776.8,GKSTP,GROTP
473.73,GKSTP,NAETP
803.99,GKSTP,SLOTP
616.38,GKSTP,AOETP
274.45,GKSTP,BLGTP
645.45,GKSTP,GBETP
220.15,GKSTP,GFRTP
244.23,GKSTP,GKKTP
390.92,GKSTP,GMNTP
166.07,GKSTP,GSTTP
482.2,GKSTP,NAVTP
617.66,GKSTP,AOLTP
938.95,GKSTP,CHROR
552.59,GKSTP,GBMTP
174.11,GKSTP,GGITP
244.23,GKSTP,GKLTP
209.34,GKSTP,GMRTP
200.81,GKSTP,GTUTP
482.17,GKSTP,NAMTP
482.17,GKSTP,NAWTP
777.96,GKSTP,AWDTP
1219.95,GKSTP,COSTP
215.18,GKSTP,GBOTP
489.93,GKSTP,GHATP
244.85,GKSTP,GKMTP
79.64,GKSTP,GMZTP
229.31,GKSTP,GWZTP
547.11,GKSTP,NGRTP
779.71,GKSTP,AWGTP
904.37,GKSTP,CRITP
192.85,GKSTP,GBWOR
87.08,GKSTP,GHBTP
0,GKSTP,GKSTP
311.69,GKSTP,GNBTP
1030.05,GKSTP,HBSTP
497.08,GKSTP,NLBTP
393.25,GKSTP,BANTP
935.91,GKSTP,CZATP
375.98,GKSTP,GBYOR
614.93,GKSTP,GHGTP
501.73,GKSTP,GLPTP
458.3,GKSTP,GNDOR
1283.33,GKSTP,HDBTP
285.51,GKSTP,NMSTP
938.89,GKSTP,CZMTP
576.87,GKSTP,GDRTP
319.32,GKSTP,GHMTP
661.65,GKSTP,GLUTP
653.21,GKSTP,GNOOR
1098.7,GKSTP,HPCTP
371.4,GKSTP,NNYTP
383.07,GKSTP,BBRTP
288.65,GKSTP,GAKTP
277.09,GKSTP,GDUTP
458.47,GKSTP,GHOTP
68.8,GKSTP,GMATP
306.27,GKSTP,GNWOR
1197.71,GKSTP,HSZTP
480.46,GKSTP,NRDTP
514.09,GNBTP,AGATP
646.61,GNBTP,BGETP
166.39,GNBTP,GAUTP
444.21,GNBTP,GESTP
355.04,GNBTP,GHSTP
193.84,GNBTP,GMHTP
289.63,GNBTP,GOSOR
761.45,GNBTP,HUNOR
652.31,GNBTP,NRSTP
360.87,GNBTP,AIBTP
589.15,GNBTP,BLATP
435.83,GNBTP,GBBTP
187.92,GNBTP,GFDTP
229.45,GNBTP,GJETP
241.56,GNBTP,GMIOR
439.86,GNBTP,LLXTP
602.14,GNBTP,NUTTP
602.14,GNBTP,NUWTP
542.77,GNBTP,AKTTP
570.45,GNBTP,BLETP
570.45,GNBTP,BLMTP
438.79,GNBTP,GBCTP
205.82,GNBTP,GFMTP
687.08,GNBTP,GKITP
207.8,GNBTP,GMLTP
632.22,GNBTP,GROTP
630.47,GNBTP,NAETP
608.71,GNBTP,SLOTP
351.35,GNBTP,AOETP
517.01,GNBTP,BLGTP
429.84,GNBTP,GBETP
400.93,GNBTP,GFRTP
390.01,GNBTP,GKKTP
487.19,GNBTP,GMNTP
231.57,GNBTP,GSTTP
638.94,GNBTP,NAVTP
352.62,GNBTP,AOLTP
695.54,GNBTP,CHROR
559.1,GNBTP,GBMTP
261.87,GNBTP,GGITP
390.01,GNBTP,GKLTP
297.1,GNBTP,GMRTP
280.75,GNBTP,GTUTP
637.46,GNBTP,NAMTP
637.46,GNBTP,NAWTP
512.92,GNBTP,AWDTP
977.4,GNBTP,COSTP
378.07,GNBTP,GBOTP
295.63,GNBTP,GHATP
384.75,GNBTP,GKMTP
240.52,GNBTP,GMZTP
90.62,GNBTP,GWZTP
641.99,GNBTP,NGRTP
514.67,GNBTP,AWGTP
709.09,GNBTP,CRITP
229.01,GNBTP,GBWOR
251.39,GNBTP,GHBTP
314.29,GNBTP,GKSTP
0,GNBTP,GNBTP
765.01,GNBTP,HBSTP
653.61,GNBTP,NLBTP
595.97,GNBTP,BANTP
693.65,GNBTP,CZATP
207.8,GNBTP,GBYOR
601.93,GNBTP,GHGTP
286.51,GNBTP,GLPTP
445.3,GNBTP,GNDOR
1018.3,GNBTP,HDBTP
490.34,GNBTP,NMSTP
696.63,GNBTP,CZMTP
323.09,GNBTP,GDRTP
306.32,GNBTP,GHMTP
648.66,GNBTP,GLUTP
437.99,GNBTP,GNOOR
833.66,GNBTP,HPCTP
539.76,GNBTP,NNYTP
611.51,GNBTP,BBRTP
460.57,GNBTP,GAKTP
422.85,GNBTP,GDUTP
445.47,GNBTP,GHOTP
260.47,GNBTP,GMATP
446.17,GNBTP,GNWOR
932.68,GNBTP,HSZTP
649.98,GNBTP,NRDTP
342.01,HBSTP,AGATP
1405.47,HBSTP,BGETP
723.98,HBSTP,GAUTP
1203.07,HBSTP,GESTP
1072.24,HBSTP,GHSTP
650.68,HBSTP,GMHTP
778.31,HBSTP,GOSOR
4.99,HBSTP,HUNOR
1411.17,HBSTP,NRSTP
729.98,HBSTP,AIBTP
1348.01,HBSTP,BLATP
1201.62,HBSTP,GBBTP
948.27,HBSTP,GFDTP
801.2,HBSTP,GJETP
1000.42,HBSTP,GMIOR
1192.76,HBSTP,LLXTP
1377.05,HBSTP,NUTTP
1377.05,HBSTP,NUWTP
472.66,HBSTP,AKTTP
1329.31,HBSTP,BLETP
1329.31,HBSTP,BLMTP
883.97,HBSTP,GBCTP
964.68,HBSTP,GFMTP
1225.6,HBSTP,GKITP
693.14,HBSTP,GMLTP
1100.12,HBSTP,GROTP
1397.55,HBSTP,NAETP
460.8,HBSTP,SLOTP
433.51,HBSTP,AOETP
1275.87,HBSTP,BLGTP
875.86,HBSTP,GBETP
1060.88,HBSTP,GFRTP
1148.87,HBSTP,GKKTP
1219.66,HBSTP,GMNTP
870.96,HBSTP,GSTTP
1404.1,HBSTP,NAVTP
434.78,HBSTP,AOLTP
347.36,HBSTP,CHROR
1133.34,HBSTP,GBMTP
1020.73,HBSTP,GGITP
1148.87,HBSTP,GKLTP
1055.96,HBSTP,GMRTP
898.42,HBSTP,GTUTP
1401.75,HBSTP,NAMTP
1401.75,HBSTP,NAWTP
250,HBSTP,AWDTP
256.88,HBSTP,COSTP
1136.93,HBSTP,GBOTP
814.76,HBSTP,GHATP
1143.61,HBSTP,GKMTP
999.38,HBSTP,GMZTP
849.48,HBSTP,GWZTP
1310.54,HBSTP,NGRTP
244.29,HBSTP,AWGTP
503.97,HBSTP,CRITP
872.38,HBSTP,GBWOR
959.6,HBSTP,GHBTP
1031.89,HBSTP,GKSTP
764,HBSTP,GNBTP
0,HBSTP,HBSTP
1412.47,HBSTP,NLBTP
1354.83,HBSTP,BANTP
344.33,HBSTP,CZATP
693.14,HBSTP,GBYOR
1161.15,HBSTP,GHGTP
775.65,HBSTP,GLPTP
1029.54,HBSTP,GNDOR
231.2,HBSTP,HDBTP
1249.2,HBSTP,NMSTP
343.48,HBSTP,CZMTP
674.58,HBSTP,GDRTP
1003.21,HBSTP,GHMTP
1151.85,HBSTP,GLUTP
883.17,HBSTP,GNOOR
201,HBSTP,HPCTP
1298.62,HBSTP,NNYTP
1370.37,HBSTP,BBRTP
1219.43,HBSTP,GAKTP
1181.71,HBSTP,GDUTP
1027.68,HBSTP,GHOTP
968.68,HBSTP,GMATP
1205.03,HBSTP,GNWOR
173.36,HBSTP,HSZTP
1413.05,HBSTP,NRDTP
1161.44,NLBTP,AGATP
197.32,NLBTP,BGETP
781.01,NLBTP,GAUTP
226.97,NLBTP,GESTP
499.01,NLBTP,GHSTP
841.18,NLBTP,GMHTP
666.33,NLBTP,GOSOR
1408.79,NLBTP,HUNOR
38.57,NLBTP,NRSTP
942.07,NLBTP,AIBTP
187.1,NLBTP,BLATP
238.29,NLBTP,GBBTP
511.02,NLBTP,GFDTP
601.35,NLBTP,GJETP
456.06,NLBTP,GMIOR
391.17,NLBTP,LLXTP
64.12,NLBTP,NUTTP
64.12,NLBTP,NUWTP
1190.12,NLBTP,AKTTP
202.16,NLBTP,BLETP
202.16,NLBTP,BLMTP
693.78,NLBTP,GBCTP
455.49,NLBTP,GFMTP
600.46,NLBTP,GKITP
844.75,NLBTP,GMLTP
688.14,NLBTP,GROTP
48.7,NLBTP,NAETP
1256.05,NLBTP,SLOTP
998.69,NLBTP,AOETP
262.85,NLBTP,BLGTP
685.22,NLBTP,GBETP
695.58,NLBTP,GFRTP
275.94,NLBTP,GKKTP
262.61,NLBTP,GMNTP
632.9,NLBTP,GSTTP
39.9,NLBTP,NAVTP
999.97,NLBTP,AOLTP
1342.89,NLBTP,CHROR
399.6,NLBTP,GBMTP
421.63,NLBTP,GGITP
275.94,NLBTP,GKLTP
458.05,NLBTP,GMRTP
669.58,NLBTP,GTUTP
50.06,NLBTP,NAMTP
50.06,NLBTP,NAWTP
1160.27,NLBTP,AWDTP
1624.74,NLBTP,COSTP
307.53,NLBTP,GBOTP
634.18,NLBTP,GHATP
273.91,NLBTP,GKMTP
444.17,NLBTP,GMZTP
568.96,NLBTP,GWZTP
221.89,NLBTP,NGRTP
1162.02,NLBTP,AWGTP
1356.43,NLBTP,CRITP
630.35,NLBTP,GBWOR
518.74,NLBTP,GHBTP
498.11,NLBTP,GKSTP
651.34,NLBTP,GNBTP
1412.36,NLBTP,HBSTP
0,NLBTP,NLBTP
149.98,NLBTP,BANTP
1341,NLBTP,CZATP
844.75,NLBTP,GBYOR
515.32,NLBTP,GHGTP
674.07,NLBTP,GLPTP
417.68,NLBTP,GNDOR
1665.64,NLBTP,HDBTP
225.74,NLBTP,NMSTP
1343.98,NLBTP,CZMTP
782.22,NLBTP,GDRTP
442.11,NLBTP,GHMTP
573,NLBTP,GLUTP
692.98,NLBTP,GNOOR
1481.01,NLBTP,HPCTP
130.92,NLBTP,NNYTP
201.9,NLBTP,BBRTP
241.56,NLBTP,GAKTP
254.14,NLBTP,GDUTP
427.84,NLBTP,GHOTP
511.25,NLBTP,GMATP
218.58,NLBTP,GNWOR
1580.02,NLBTP,HSZTP
39.47,NLBTP,NRDTP
1108.52,BANTP,AGATP
62.3,BANTP,BGETP
708.17,BANTP,GAUTP
203.95,BANTP,GESTP
371.18,BANTP,GHSTP
788.26,BANTP,GMHTP
658.54,BANTP,GOSOR
1355.87,BANTP,HUNOR
110.53,BANTP,NRSTP
869.24,BANTP,AIBTP
40.22,BANTP,BLATP
221.72,BANTP,GBBTP
503.9,BANTP,GFDTP
587,BANTP,GJETP
384.32,BANTP,GMIOR
244.28,BANTP,LLXTP
136.34,BANTP,NUTTP
136.34,BANTP,NUWTP
1137.2,BANTP,AKTTP
55.28,BANTP,BLETP
55.28,BANTP,BLMTP
728.4,BANTP,GBCTP
402.58,BANTP,GFMTP
652.84,BANTP,GKITP
771.92,BANTP,GMLTP
740.52,BANTP,GROTP
160.95,BANTP,NAETP
1203.13,BANTP,SLOTP
945.77,BANTP,AOETP
133.53,BANTP,BLGTP
719.84,BANTP,GBETP
551.68,BANTP,GFRTP
210.98,BANTP,GKKTP
297.2,BANTP,GMNTP
560.07,BANTP,GSTTP
169.43,BANTP,NAVTP
947.05,BANTP,AOLTP
1289.97,BANTP,CHROR
458.86,BANTP,GBMTP
375.91,BANTP,GGITP
210.98,BANTP,GKLTP
412.33,BANTP,GMRTP
596.75,BANTP,GTUTP
169.39,BANTP,NAMTP
169.39,BANTP,NAWTP
1107.35,BANTP,AWDTP
1571.82,BANTP,COSTP
239.77,BANTP,GBOTP
613.96,BANTP,GHATP
224.8,BANTP,GKMTP
382.19,BANTP,GMZTP
516.04,BANTP,GWZTP
319.96,BANTP,NGRTP
1109.1,BANTP,AWGTP
1303.51,BANTP,CRITP
557.51,BANTP,GBWOR
452.02,BANTP,GHBTP
392.53,BANTP,GKSTP
598.42,BANTP,GNBTP
1359.44,BANTP,HBSTP
151.81,BANTP,NLBTP
0,BANTP,BANTP
1288.08,BANTP,CZATP
771.92,BANTP,GBYOR
567.7,BANTP,GHGTP
654.98,BANTP,GLPTP
452.3,BANTP,GNDOR
1612.72,BANTP,HDBTP
133.67,BANTP,NMSTP
1291.06,BANTP,CZMTP
758.62,BANTP,GDRTP
427.76,BANTP,GHMTP
625.37,BANTP,GLUTP
727.6,BANTP,GNOOR
1428.09,BANTP,HPCTP
152.73,BANTP,NNYTP
45.36,BANTP,BBRTP
149.69,BANTP,GAKTP
203.96,BANTP,GDUTP
462.46,BANTP,GHOTP
433.46,BANTP,GMATP
205.88,BANTP,GNWOR
1527.1,BANTP,HSZTP
111.53,BANTP,NRDTP
191.33,CZATP,AGATP
1334.23,CZATP,BGETP
636.31,CZATP,GAUTP
1131.83,CZATP,GESTP
963.52,CZATP,GHSTP
549.39,CZATP,GMHTP
916.17,CZATP,GOSOR
346.24,CZATP,HUNOR
1339.92,CZATP,NRSTP
594.61,CZATP,AIBTP
1276.77,CZATP,BLATP
1150.94,CZATP,GBBTP
877.02,CZATP,GFDTP
855.99,CZATP,GJETP
929.17,CZATP,GMIOR
1086.13,CZATP,LLXTP
1289.75,CZATP,NUTTP
1289.75,CZATP,NUWTP
229.08,CZATP,AKTTP
1258.07,CZATP,BLETP
1258.07,CZATP,BLMTP
1065.33,CZATP,GBCTP
893.44,CZATP,GFMTP
1371.73,CZATP,GKITP
557.77,CZATP,GMLTP
1258.76,CZATP,GROTP
1318.08,CZATP,NAETP
143.52,CZATP,SLOTP
400.62,CZATP,AOETP
1204.62,CZATP,BLGTP
1046.02,CZATP,GBETP
973.21,CZATP,GFRTP
1077.62,CZATP,GKKTP
1176.29,CZATP,GMNTP
783.29,CZATP,GSTTP
1326.55,CZATP,NAVTP
401.9,CZATP,AOLTP
3.04,CZATP,CHROR
1243.76,CZATP,GBMTP
949.48,CZATP,GGITP
1077.62,CZATP,GKLTP
984.72,CZATP,GMRTP
810.75,CZATP,GTUTP
1325.08,CZATP,NAMTP
1325.08,CZATP,NAWTP
369.15,CZATP,AWDTP
288.45,CZATP,COSTP
1065.68,CZATP,GBOTP
922.17,CZATP,GHATP
1072.36,CZATP,GKMTP
928.13,CZATP,GMZTP
778.23,CZATP,GWZTP
1331.1,CZATP,NGRTP
373.47,CZATP,AWGTP
162.59,CZATP,CRITP
784.7,CZATP,GBWOR
888.35,CZATP,GHBTP
939.04,CZATP,GKSTP
692.75,CZATP,GNBTP
349.8,CZATP,HBSTP
1341.22,CZATP,NLBTP
1283.58,CZATP,BANTP
0,CZATP,CZATP
557.77,CZATP,GBYOR
1286.59,CZATP,GHGTP
918.9,CZATP,GLPTP
1134.41,CZATP,GNDOR
599.42,CZATP,HDBTP
1177.95,CZATP,NMSTP
3.25,CZATP,CZMTP
844.75,CZATP,GDRTP
995.43,CZATP,GHMTP
1310.49,CZATP,GLUTP
1064.53,CZATP,GNOOR
238.32,CZATP,HPCTP
1227.37,CZATP,NNYTP
1299.12,CZATP,BBRTP
1148.18,CZATP,GAKTP
1110.46,CZATP,GDUTP
1138.1,CZATP,GHOTP
897.43,CZATP,GMATP
1133.78,CZATP,GNWOR
513.8,CZATP,HSZTP
1341.8,CZATP,NRDTP
428.32,GBYOR,AGATP
797.45,GBYOR,BGETP
73.37,GBYOR,GAUTP
635.96,GBYOR,GESTP
400.58,GBYOR,GHSTP
15.07,GBYOR,GMHTP
442.62,GBYOR,GOSOR
667.24,GBYOR,HUNOR
821.82,GBYOR,NRSTP
141.53,GBYOR,AIBTP
738.43,GBYOR,BLATP
650.52,GBYOR,GBBTP
385.59,GBYOR,GFDTP
382.44,GBYOR,GJETP
420.96,GBYOR,GMIOR
523.19,GBYOR,LLXTP
793.88,GBYOR,NUTTP
793.88,GBYOR,NUWTP
358.21,GBYOR,AKTTP
726.26,GBYOR,BLETP
726.26,GBYOR,BLMTP
591.78,GBYOR,GBCTP
416.43,GBYOR,GFMTP
898.18,GBYOR,GKITP
0,GBYOR,GMLTP
785.2,GBYOR,GROTP
822.21,GBYOR,NAETP
424.14,GBYOR,SLOTP
257.14,GBYOR,AOETP
652.17,GBYOR,BLGTP
583.22,GBYOR,GBETP
344.36,GBYOR,GFRTP
581.76,GBYOR,GKKTP
684.86,GBYOR,GMNTP
220.35,GBYOR,GSTTP
830.68,GBYOR,NAVTP
258.42,GBYOR,AOLTP
559.1,GBYOR,CHROR
770.2,GBYOR,GBMTP
473.93,GBYOR,GGITP
581.76,GBYOR,GKLTP
509.16,GBYOR,GMRTP
223.49,GBYOR,GTUTP
829.21,GBYOR,NAMTP
829.21,GBYOR,NAWTP
418.72,GBYOR,AWDTP
840.1,GBYOR,COSTP
560.05,GBYOR,GBOTP
448.62,GBYOR,GHATP
576.49,GBYOR,GKMTP
419.93,GBYOR,GMZTP
303.21,GBYOR,GWZTP
839.67,GBYOR,NGRTP
445.03,GBYOR,AWGTP
524.52,GBYOR,CRITP
221.76,GBYOR,GBWOR
336.83,GBYOR,GHBTP
376.1,GBYOR,GKSTP
201.32,GBYOR,GNBTP
670.81,GBYOR,HBSTP
845.36,GBYOR,NLBTP
762.38,GBYOR,BANTP
556.06,GBYOR,CZATP
0,GBYOR,GBYOR
813.04,GBYOR,GHGTP
439.5,GBYOR,GLPTP
642.98,GBYOR,GNDOR
924.09,GBYOR,HDBTP
663.29,GBYOR,NMSTP
559.04,GBYOR,CZMTP
478.56,GBYOR,GDRTP
504,GBYOR,GHMTP
836.94,GBYOR,GLUTP
590.98,GBYOR,GNOOR
747.89,GBYOR,HPCTP
716.27,GBYOR,NNYTP
756.7,GBYOR,BBRTP
633.52,GBYOR,GAKTP
614.59,GBYOR,GDUTP
664.55,GBYOR,GHOTP
347.64,GBYOR,GMATP
